Neighborhood,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,SalePrice
21,7,2005,2005,1,0.0,2,600,1,4,520,1200,2,4,0,2005.0,2,480,2,151000
5,7,2003,2003,1,223.0,2,941,1,4,941,1829,2,7,1,2003.0,2,613,2,237000
12,6,1964,1964,1,180.0,1,1516,1,4,1516,1516,1,6,0,1964.0,2,472,2,167000
12,5,1961,1961,1,136.0,1,1144,1,4,1144,1144,1,6,0,1961.0,2,456,2,139950
19,4,1950,1995,1,0.0,1,1067,1,4,1067,1067,2,4,0,1996.0,2,436,2,128000
17,5,1948,1973,1,0.0,0,1559,1,4,1559,1559,1,5,0,1948.0,2,812,2,153500
2,6,1973,1973,1,158.0,1,483,1,4,483,987,1,5,0,1973.0,1,264,2,100000
5,5,1995,2006,1,0.0,2,1099,1,4,1099,1099,1,6,0,1999.0,1,352,2,144000
7,5,1946,1995,1,0.0,1,768,1,4,768,1200,1,6,0,1946.0,1,240,2,130500
18,6,1925,1950,1,0.0,0,672,0,4,810,1482,2,7,0,1934.0,1,400,1,140000
17,5,1904,2002,1,0.0,2,650,1,4,958,1539,2,8,1,1983.0,2,686,1,157500
12,6,1966,1966,1,183.0,1,1127,1,4,1165,1165,1,6,0,1966.0,2,490,2,174900
12,5,1961,1961,1,0.0,1,1800,0,4,1800,1800,2,10,0,0.0,0,0,2,141000
17,5,1915,1950,1,0.0,0,876,1,4,876,1416,1,7,1,1949.0,3,720,2,153900
19,5,1975,1981,1,0.0,1,1390,1,4,1701,1701,2,6,2,1975.0,2,611,2,171000
20,7,1993,1993,1,137.0,2,740,1,4,1006,1775,2,7,1,1993.0,2,425,2,213000
5,5,1972,1972,1,0.0,1,864,1,4,864,864,1,5,1,1972.0,1,338,2,133500
4,6,1908,1997,1,0.0,0,907,1,4,1307,2358,3,10,1,1908.0,2,360,2,240000
24,6,1976,1994,3,360.0,1,528,1,4,1094,1855,2,7,1,1976.0,2,512,2,187000
5,6,2003,2003,1,170.0,2,848,1,4,848,848,1,3,0,2003.0,2,420,2,131500
0,8,2003,2003,1,40.0,2,1273,1,4,1456,1456,2,7,1,2003.0,2,400,2,215000
6,7,1941,1950,1,0.0,1,918,1,4,918,1646,2,7,2,1941.0,1,240,2,164000
12,6,1964,1964,1,115.0,1,1127,1,4,1445,1445,1,7,1,1964.0,2,645,2,158000
19,5,1955,1974,3,0.0,1,1763,1,4,1779,1779,1,6,1,1955.0,2,454,2,170000
19,5,1962,2010,1,0.0,1,1040,1,4,1040,1040,1,6,0,1962.0,1,260,2,127000
5,6,1978,1978,1,0.0,1,940,1,4,1026,1026,1,5,0,1981.0,2,576,2,147000
8,6,1994,1995,1,0.0,2,702,1,4,702,1481,2,6,1,1994.0,2,343,2,174000
14,7,1976,1976,1,189.0,1,1090,1,4,1370,1370,2,6,1,1976.0,2,479,2,152000
14,6,1968,1984,1,220.0,1,1054,1,4,1512,2654,2,9,1,1968.0,2,619,2,250000
6,7,1918,1998,1,0.0,0,912,1,4,912,1426,1,7,1,1925.0,1,216,2,189950
19,5,1965,1965,3,0.0,2,1039,1,4,1039,1039,1,6,0,1965.0,2,504,2,131500
20,6,1984,1985,3,0.0,2,1040,1,4,1097,1097,2,6,0,1986.0,2,480,2,152000
12,5,1959,1959,3,0.0,1,1148,1,4,1148,1148,1,6,0,1959.0,1,672,2,132500
21,7,2007,2008,1,0.0,2,1372,1,4,1372,1372,2,6,0,2008.0,2,529,2,250580
12,5,1970,1970,1,76.0,1,1002,1,4,1002,1002,1,5,0,1973.0,2,902,2,148500
23,8,2006,2007,1,274.0,2,1638,1,4,1646,1646,2,6,1,2007.0,3,870,2,248900
19,4,1961,1961,1,0.0,1,1040,1,4,1120,1120,1,5,0,1961.0,2,544,2,129000
8,5,1948,1950,1,0.0,3,0,1,4,1547,2320,2,7,1,1979.0,2,672,1,169000
20,7,1993,1994,1,246.0,2,1050,1,4,1062,1949,2,8,1,1993.0,2,574,2,236000
12,5,1962,1962,3,0.0,1,894,0,4,894,894,1,5,0,1962.0,1,308,2,109500
5,6,1998,1998,1,116.0,2,804,1,4,804,1682,2,7,0,1998.0,2,523,2,200500
12,5,1953,1996,1,0.0,4,105,1,4,910,910,1,5,0,1953.0,2,414,2,116000
12,5,1949,1950,1,0.0,1,832,1,4,1036,1268,1,6,1,1949.0,1,288,2,133000
17,5,1941,1950,1,0.0,1,676,1,4,676,1131,1,5,0,1941.0,1,200,2,66500
21,8,2007,2007,1,0.0,2,1184,1,4,1184,2610,2,11,1,2007.0,2,550,2,303477
11,4,1963,1963,1,0.0,2,1064,1,4,1040,1040,1,5,0,1963.0,2,648,2,132250
16,9,2004,2005,3,216.0,2,1462,1,4,1462,2224,2,10,1,2004.0,3,738,2,350000
19,5,1961,1995,1,0.0,1,1109,1,4,1155,1155,1,6,0,1987.0,2,576,2,148000
5,5,1978,2005,1,90.0,1,864,1,4,864,864,1,6,0,1978.0,1,336,2,136500
7,5,2005,2006,1,0.0,2,1090,1,4,1090,1090,1,5,0,2005.0,2,450,2,157000
23,7,1990,1991,1,117.0,1,1156,1,4,1187,1717,2,7,1,1990.0,2,400,2,187500
8,6,1992,1993,1,0.0,2,808,1,4,808,1593,2,7,1,1993.0,2,389,2,178000
18,4,1912,1950,1,0.0,2,795,0,4,954,2230,1,10,0,1997.0,1,440,2,118500
12,5,1967,1967,1,60.0,1,892,1,4,892,892,1,5,0,1967.0,1,288,2,100000
21,9,1999,2000,1,60.0,2,1698,1,4,1709,1709,2,5,1,1999.0,2,506,2,328900
12,5,1959,2005,1,122.0,1,1626,1,4,1712,1712,2,8,0,2005.0,2,588,2,145000
7,5,1955,1955,1,0.0,2,816,1,4,872,1393,1,8,0,1955.0,1,300,2,135500
12,8,1970,1970,0,0.0,2,2217,1,4,2217,2217,2,8,1,1970.0,2,621,2,268000
12,6,1953,1953,3,90.0,1,1505,1,4,1505,1505,1,6,1,1953.0,2,505,2,149500
12,5,1949,2006,1,0.0,1,672,1,4,672,924,1,6,1,2003.0,2,576,2,122900
19,6,1978,1978,3,92.0,1,918,1,4,918,1683,2,7,1,1978.0,2,440,2,172500
19,6,1963,2003,3,0.0,1,1059,1,4,1068,1068,1,6,0,1963.0,1,264,2,154500
19,5,1954,1954,1,0.0,2,1383,1,4,1383,1383,1,6,1,1954.0,1,354,2,165000
20,5,1979,1979,1,0.0,3,0,1,4,1535,1535,2,8,0,1979.0,2,400,2,118858
12,6,1963,1963,3,415.0,1,780,1,4,983,1796,1,8,1,1963.0,2,483,2,140000
9,4,1936,1950,1,0.0,0,951,0,4,951,951,1,6,0,1936.0,1,327,2,106500
20,5,1979,1979,1,0.0,3,0,1,4,1120,2240,2,12,0,1979.0,2,528,2,142953
16,9,2009,2010,3,760.0,2,2330,1,4,2364,2364,2,11,2,2009.0,3,820,2,611657
19,5,1961,1994,1,0.0,1,912,1,4,1236,1236,1,6,1,1961.0,1,288,2,135000
12,4,1971,1971,1,0.0,1,858,1,4,858,858,1,4,0,1979.0,1,684,2,110000
12,5,1957,2000,3,0.0,1,992,1,4,1306,1306,1,5,0,1968.0,1,756,2,153000
8,7,2003,2003,1,0.0,2,783,1,4,807,1509,2,8,1,2003.0,2,393,2,180000
8,7,2006,2006,3,27.0,2,1670,1,4,1670,1670,2,7,1,2006.0,3,690,2,240000
19,5,1967,1967,1,75.0,1,876,1,4,902,902,1,6,0,1967.0,1,288,2,125500
12,5,1954,1954,1,110.0,1,1056,1,4,1063,1063,1,6,0,1954.0,1,280,2,128000
21,8,2006,2006,1,208.0,2,1623,1,4,1636,1636,2,8,1,2006.0,3,865,2,255000
6,7,1936,1987,1,0.0,1,1017,1,4,1020,2057,1,6,1,1936.0,1,180,2,250000
11,5,1983,1983,1,0.0,1,864,1,4,902,902,1,5,0,1983.0,2,484,2,131000
8,6,2005,2005,1,0.0,2,742,1,4,742,1484,2,8,1,2005.0,2,390,2,174000
12,5,1960,1960,1,361.0,1,1105,1,0,1105,2274,2,12,0,1960.0,2,480,2,154300
5,5,1977,1989,1,0.0,1,1268,1,4,1268,1268,1,5,0,1978.0,1,252,2,143500
3,5,1925,1950,1,0.0,0,768,0,4,1015,1015,1,6,0,1925.0,1,450,2,88000
6,5,1949,1950,1,0.0,1,1001,0,0,1001,2002,2,8,0,1949.0,3,871,2,145000
21,6,2009,2009,1,76.0,2,612,1,4,612,1224,2,4,0,2009.0,2,528,2,173733
10,4,1970,1970,1,80.0,1,546,1,4,546,1092,1,6,0,1970.0,1,286,2,75000
9,2,1949,1950,1,0.0,1,480,0,0,480,480,0,4,0,1958.0,1,308,2,35311
7,4,1956,1956,1,0.0,1,1134,1,0,1229,1229,1,6,0,1956.0,1,284,2,135000
20,7,1991,1991,1,0.0,2,1104,1,4,912,2127,2,8,1,1991.0,3,833,2,238000
12,6,1958,2002,3,0.0,1,1184,1,4,1414,1414,1,6,1,1990.0,2,601,2,176500
20,6,1994,1994,1,105.0,2,928,1,4,936,1721,2,7,0,1994.0,2,471,2,201000
7,5,1900,2003,1,0.0,1,1272,1,4,1272,2200,2,9,0,0.0,0,0,0,145900
8,6,2005,2006,1,0.0,2,1316,1,4,1316,1316,2,6,1,2005.0,2,397,2,169990
20,6,1993,1994,1,0.0,2,1604,1,4,1617,1617,2,5,1,1993.0,2,533,2,193000
14,6,1980,1980,1,157.0,1,1686,1,4,1686,1686,2,7,1,1980.0,2,612,2,207500
14,5,1977,1977,1,0.0,2,1126,1,4,1126,1126,2,6,0,1977.0,2,540,2,175000
16,8,2003,2004,3,340.0,2,1181,1,4,1234,2374,2,10,1,2003.0,3,656,2,285000
14,7,1968,1968,1,342.0,1,832,1,4,1098,1978,2,9,1,1968.0,2,486,2,176000
5,8,2001,2001,3,0.0,2,1753,1,4,1788,1788,2,7,1,2001.0,2,522,2,236500
8,7,1997,1997,1,285.0,2,964,1,4,993,2236,2,8,1,1997.0,2,642,2,222000
23,8,2007,2007,1,0.0,2,1466,1,4,1466,1466,2,7,0,2007.0,3,610,2,201000
12,5,1965,1965,1,0.0,1,925,1,4,925,925,1,5,0,1965.0,1,429,2,117500
21,9,2006,2006,3,302.0,2,1905,1,4,1905,1905,2,8,1,2006.0,3,788,2,320000
5,7,2004,2004,1,210.0,2,1500,1,4,1500,1500,2,6,0,2004.0,2,570,2,190000
12,7,1960,2007,0,0.0,1,585,1,4,2069,2069,2,9,1,1960.0,2,505,2,242000
3,4,1926,1953,1,108.0,2,600,1,4,747,747,1,5,0,1953.0,2,528,2,79900
21,7,2005,2005,1,0.0,2,1113,1,4,1113,1971,2,8,1,2005.0,2,689,2,253000
5,7,2006,2006,1,0.0,2,1391,1,4,1391,1962,2,7,0,2006.0,3,868,2,239799
4,7,1940,1950,1,0.0,1,1032,1,4,1207,2403,2,10,2,1940.0,1,349,2,244400
11,6,1976,1976,1,0.0,1,1728,1,4,1728,1728,2,8,0,1976.0,2,574,2,150900
8,7,1999,1999,1,298.0,2,992,1,4,1022,2060,2,8,1,1999.0,2,390,2,214000
7,4,1977,1977,1,0.0,2,1440,1,4,1440,1440,2,8,0,0.0,0,0,0,150000
11,5,1967,1967,1,0.0,1,1632,1,4,1632,1632,2,8,0,1967.0,2,576,1,143000
23,6,1958,1958,1,541.0,1,819,1,0,1344,1344,1,7,1,1958.0,2,525,2,137500
17,5,1890,1996,3,0.0,0,1088,1,4,1188,1869,1,7,0,1963.0,2,456,2,124900
12,5,1959,1959,1,128.0,1,1144,1,4,1144,1144,1,6,1,1959.0,1,796,2,143000
23,8,2002,2003,3,236.0,2,1616,1,4,1629,1629,2,9,1,2002.0,3,808,2,270000
5,7,2002,2002,1,144.0,2,936,1,4,936,1776,2,7,1,2002.0,2,474,2,192500
14,6,1972,2006,3,0.0,1,1161,1,4,1381,1381,1,5,1,1972.0,2,676,2,197500
12,5,1950,2002,1,0.0,1,864,1,4,864,864,1,5,0,1980.0,2,720,2,129000
20,5,1965,1965,1,0.0,1,828,1,4,965,965,1,6,0,1979.0,1,300,2,119900
5,5,1972,2003,1,0.0,1,768,1,4,768,768,1,5,0,1974.0,1,396,2,133900
11,5,1969,1969,1,232.0,1,784,1,4,1168,1968,2,7,1,1969.0,2,530,2,172000
7,6,1975,1975,0,250.0,1,945,1,4,980,980,2,4,0,0.0,0,0,2,127500
6,6,1946,1950,1,423.0,1,979,0,1,979,1958,2,8,0,1946.0,2,492,2,145000
1,6,1980,1980,1,0.0,1,561,1,4,561,1229,1,5,1,1980.0,2,462,2,124000
19,5,1962,1962,3,0.0,1,1057,1,4,1057,1057,1,6,0,1977.0,2,576,2,132000
5,7,2003,2003,1,0.0,2,1337,1,4,1337,1337,2,6,0,2003.0,2,531,2,185000
21,7,1999,1999,3,0.0,2,696,1,4,696,1416,2,6,0,1999.0,2,484,2,155000
3,5,1958,2008,1,0.0,1,858,1,4,858,858,1,4,0,0.0,0,0,2,116500
14,6,1977,1995,1,424.0,1,1330,1,4,1542,2872,2,11,1,1977.0,2,619,2,272000
13,6,1976,1976,1,0.0,1,804,1,4,804,1548,2,7,1,1976.0,2,440,2,155000
5,9,2007,2007,1,0.0,2,1800,1,4,1800,1800,2,7,0,2007.0,2,702,2,239000
23,7,2002,2003,1,44.0,2,817,1,4,824,1894,2,8,1,2002.0,2,510,2,214900
8,6,2005,2007,1,0.0,2,783,1,4,783,1484,2,8,1,2005.0,2,393,2,178900
6,5,1940,1950,1,0.0,0,728,1,4,976,1308,1,7,2,1940.0,1,256,2,160000
12,5,1955,1955,3,151.0,1,1098,1,4,1098,1098,1,6,0,1955.0,1,260,2,135000
17,3,1910,1950,1,0.0,0,600,0,4,600,968,1,6,0,0.0,0,0,2,37900
12,6,1958,1958,3,105.0,1,588,1,4,1095,1095,1,6,0,1958.0,1,264,2,140000
12,4,1949,1950,1,0.0,1,720,0,0,720,1192,1,6,0,0.0,0,0,2,135000
16,7,2003,2004,1,106.0,2,764,1,4,764,1626,2,6,0,2003.0,2,474,2,173000
20,6,1979,1979,1,0.0,1,918,1,4,918,918,2,5,1,1979.0,1,264,2,99500
3,7,1910,1993,1,0.0,0,728,0,4,1136,2019,1,8,0,1997.0,2,532,2,167500
21,7,2000,2000,1,0.0,2,673,1,4,673,1382,2,6,0,2000.0,2,490,2,165000
3,4,1923,1958,1,0.0,2,440,1,0,869,869,1,4,0,0.0,0,0,2,85500
7,4,1954,1954,1,0.0,1,894,1,4,894,894,1,5,0,1999.0,2,400,2,110000
19,5,1963,1963,1,0.0,2,1121,1,4,1121,1121,1,5,0,1963.0,2,480,2,139000
12,7,1961,2007,1,210.0,1,944,1,4,999,999,1,6,0,1961.0,2,588,2,178400
15,8,1998,1999,3,975.0,2,1225,1,4,1276,2612,2,8,1,1998.0,3,676,2,336000
0,7,2007,2007,1,16.0,2,1266,1,4,1266,1266,2,6,1,2007.0,2,388,2,159895
5,8,2002,2002,1,0.0,2,1128,1,4,1149,2290,2,9,1,2002.0,2,779,2,255900
11,5,1977,1977,1,0.0,1,0,1,4,1302,1734,2,8,0,1977.0,2,539,2,126000
7,5,1950,1950,1,0.0,1,1164,0,4,1164,1164,1,5,0,1950.0,1,240,2,125000
17,6,1910,2003,3,0.0,1,485,1,4,1001,1635,1,5,0,1950.0,1,255,2,117000
16,9,2009,2010,3,450.0,2,1930,1,4,1940,1940,2,8,1,2010.0,3,606,2,395192
14,6,1976,1976,1,298.0,1,848,1,4,1118,2030,2,8,1,1976.0,2,551,2,195000
21,7,2006,2006,1,0.0,2,770,1,4,778,1576,2,6,0,2006.0,2,614,2,197000
15,8,1997,1998,1,423.0,2,1396,1,4,1407,2392,2,7,1,1997.0,3,870,2,348000
17,8,1882,1986,1,0.0,0,916,1,4,916,1742,1,8,1,1925.0,2,424,1,168000
12,6,1964,1993,3,340.0,1,822,1,4,1020,1851,2,7,1,1964.0,2,440,2,187000
5,6,2005,2006,1,0.0,2,750,1,4,750,1500,2,6,0,2005.0,2,564,2,173900
16,10,2006,2007,3,230.0,2,1700,1,4,1718,1718,2,7,1,2008.0,3,786,2,337500
3,4,1946,1950,1,0.0,1,747,1,4,774,1230,1,5,0,1946.0,1,305,2,121600
12,5,1961,1961,3,0.0,1,1050,1,4,1050,1050,1,6,0,1961.0,1,368,2,136500
14,6,1970,1970,3,571.0,1,1442,1,4,1442,1442,2,6,1,1970.0,2,615,2,185000
9,3,1922,1950,3,0.0,0,1007,0,4,1077,1077,1,6,1,1922.0,1,210,1,91000
5,7,2006,2006,1,24.0,2,1187,1,4,1208,1208,2,6,0,2006.0,2,632,2,206000
7,3,1952,1952,0,0.0,3,0,0,1,944,944,1,4,0,1956.0,2,528,2,82000
17,5,1920,1950,1,0.0,0,691,1,0,691,691,1,4,0,1920.0,1,216,0,86000
21,8,2006,2006,1,53.0,2,1574,1,4,1574,1574,2,7,1,2006.0,3,824,2,232000
14,5,1976,1976,1,164.0,1,1680,1,4,1680,1680,2,8,0,1976.0,2,528,2,136905
0,7,2005,2006,1,16.0,2,1346,1,4,1504,1504,2,7,1,2005.0,2,457,2,181000
5,5,1977,1977,1,220.0,1,985,1,4,985,985,2,6,0,1977.0,1,328,2,149900
12,6,1970,1970,1,0.0,1,1657,1,4,1657,1657,2,7,1,1970.0,2,484,2,163500
10,4,1970,1970,1,0.0,1,546,1,4,546,1092,1,6,0,1970.0,1,286,2,88000
11,7,2004,2005,3,108.0,2,1710,1,4,1710,1710,2,7,1,2004.0,2,550,2,240000
18,5,1926,1950,1,0.0,0,1008,1,4,1008,1522,2,7,0,0.0,0,0,1,102000
19,5,1948,1950,1,0.0,1,720,1,4,720,1271,2,7,1,1948.0,1,312,2,135000
7,5,1965,1965,3,0.0,1,0,0,4,1664,1664,2,8,0,0.0,0,0,2,100000
6,6,1923,1996,3,0.0,2,602,1,4,900,1502,1,7,2,1923.0,1,180,2,165000
17,5,1910,2006,3,0.0,0,1022,0,4,1022,1022,1,4,0,1956.0,1,280,2,85000
12,6,1948,1950,1,206.0,1,1082,1,4,1082,1082,1,5,1,1948.0,1,240,2,119200
14,8,2001,2001,1,0.0,2,810,1,4,810,1665,2,6,0,2001.0,2,528,2,227000
5,7,1996,1996,3,196.0,2,1504,1,4,1504,1504,2,6,1,1996.0,2,478,2,203000
22,8,1984,1984,1,0.0,1,1220,1,4,1360,1360,1,4,1,1984.0,2,565,2,187500
8,7,1991,1992,1,76.0,2,384,1,4,802,1472,2,7,1,1991.0,2,402,2,160000
0,7,2005,2005,1,145.0,2,1362,1,4,1506,1506,2,6,1,2005.0,2,440,2,213490
7,4,2005,2005,1,0.0,2,1132,1,4,1132,1132,1,5,0,2005.0,2,451,2,176000
5,7,2006,2006,1,84.0,2,1199,1,4,1220,1220,2,6,0,2006.0,2,632,2,194000
17,5,1930,1950,1,0.0,1,912,1,0,912,1248,1,6,0,1957.0,1,160,2,87000
0,7,2005,2006,1,14.0,2,1346,1,4,1504,1504,2,7,1,2005.0,2,437,2,191000
23,8,1976,1976,3,0.0,1,1565,1,4,2898,2898,2,10,1,1976.0,2,665,2,287000
5,5,1972,1972,1,0.0,1,882,1,4,882,882,1,5,0,1980.0,2,461,2,112500
12,5,1960,1960,1,324.0,1,1268,1,4,1264,1264,1,6,2,1960.0,2,461,2,167500
23,8,2007,2008,1,338.0,2,1638,1,4,1646,1646,2,7,1,2008.0,3,800,2,293077
12,5,1941,1950,1,0.0,1,768,1,4,968,1376,1,6,1,1941.0,1,240,2,105000
2,6,1972,1972,1,281.0,1,672,1,4,672,1218,1,7,0,1972.0,1,264,2,118000
18,5,1916,1995,1,0.0,2,686,1,4,948,1928,2,10,0,0.0,0,0,0,160000
18,7,1920,1970,1,0.0,0,824,1,4,1687,3082,2,12,2,1970.0,2,672,2,197000
15,8,1993,1993,1,0.0,2,1338,1,4,1352,2520,2,10,1,1993.0,3,796,2,310000
5,7,2002,2002,1,295.0,2,1654,1,4,1654,1654,2,6,0,2002.0,3,900,2,230000
6,5,1938,1950,1,0.0,2,920,1,4,954,954,1,5,1,1938.0,1,240,2,119750
7,4,1957,1957,1,0.0,3,0,0,4,845,845,1,5,0,1957.0,1,290,0,84000
23,9,2007,2008,3,70.0,2,1620,1,4,1620,1620,2,6,1,2008.0,3,912,2,315500
5,8,2001,2002,1,396.0,2,1055,1,4,1055,2263,2,7,1,2001.0,2,905,2,287000
10,4,1970,2008,1,0.0,1,546,1,4,798,1344,1,6,1,0.0,0,0,2,97000
10,4,1970,1970,1,0.0,1,630,1,4,630,630,1,3,0,1970.0,1,286,2,80000
19,5,1957,2000,1,67.0,1,1134,1,4,1803,1803,2,8,1,1957.0,2,484,2,155000
14,6,1966,2000,3,252.0,1,800,1,4,800,1632,1,7,0,1966.0,2,484,2,173000
16,6,2005,2005,1,135.0,2,1306,1,4,1306,1306,2,5,1,2005.0,2,624,2,196000
20,7,1990,1990,3,99.0,2,1475,1,4,1532,2329,2,10,1,1990.0,2,514,2,262280
14,8,1981,1981,3,0.0,2,2524,1,4,2524,2524,2,9,1,1981.0,2,542,2,278000
7,3,1955,1955,3,0.0,3,0,1,0,1733,1733,2,8,1,1955.0,2,452,2,139600
22,9,2005,2006,3,208.0,2,1992,1,4,1992,2868,3,11,1,2005.0,3,716,2,556581
5,5,1994,1995,1,0.0,2,990,1,4,990,990,1,5,0,1996.0,2,672,2,145000
11,5,1960,2006,3,75.0,3,0,1,4,1771,1771,1,9,1,1960.0,2,336,2,115000
7,4,1946,2006,1,0.0,1,0,1,4,930,930,1,6,0,1946.0,1,308,2,84900
8,7,2007,2007,1,0.0,2,1302,1,4,1302,1302,2,6,0,2007.0,2,436,2,176485
5,7,2007,2007,1,0.0,2,1316,1,4,1316,1316,2,6,1,2007.0,2,440,2,200141
12,6,1964,1978,1,272.0,1,816,1,4,1127,1977,1,9,1,1964.0,2,540,2,165000
7,5,1957,2002,3,145.0,1,1216,1,0,1526,1526,1,7,1,1957.0,1,364,2,144500
5,8,2002,2002,1,210.0,2,1065,1,4,1091,1989,2,7,1,2002.0,2,586,2,255000
14,6,1976,1976,1,160.0,1,1193,1,4,1523,1523,2,7,1,1976.0,2,478,2,180000
16,7,2005,2005,1,240.0,2,1364,1,4,1364,1364,2,6,1,2005.0,2,484,2,185850
15,7,1994,1994,1,0.0,2,973,1,4,979,1850,2,7,1,1994.0,2,467,2,248000
16,9,2008,2008,1,154.0,2,1104,1,4,1130,2184,2,10,1,2008.0,3,836,2,335000
6,6,1932,1950,1,480.0,1,854,1,4,1096,1991,1,7,1,1977.0,2,432,2,220000
22,8,2001,2001,1,0.0,2,1338,1,4,1338,1338,2,6,0,2001.0,2,582,2,213500
9,3,1935,1950,1,0.0,1,894,1,4,894,894,1,6,0,1994.0,3,1248,2,81000
17,5,1900,1950,1,0.0,0,662,0,4,1422,2337,2,10,0,1945.0,2,560,2,90000
17,6,1925,1980,1,0.0,0,1103,1,4,1103,1103,1,5,1,1976.0,2,440,2,110500
12,5,1966,1966,1,200.0,1,1154,1,4,1154,1154,1,6,1,1966.0,2,480,2,154000
4,7,1996,1997,1,0.0,2,1306,1,4,1306,2260,2,7,0,1996.0,2,533,2,328000
8,6,1993,1994,1,0.0,2,799,1,4,799,1571,2,7,1,1993.0,2,380,2,178000
12,6,1964,1964,1,360.0,1,780,1,4,798,1611,1,7,0,1964.0,2,442,2,167900
10,6,1973,1973,1,0.0,1,942,1,4,1291,2521,2,10,1,1973.0,2,576,2,151400
12,5,1949,2003,1,0.0,1,845,1,4,893,893,1,4,0,1985.0,2,576,2,135000
12,5,1956,1956,3,120.0,1,1048,1,4,1048,1048,1,6,0,1956.0,1,286,2,135000
14,6,1968,1968,1,0.0,1,727,1,4,829,1556,1,8,0,1968.0,2,441,2,154000
7,5,1948,1950,1,0.0,1,810,1,0,1002,1456,1,7,1,1954.0,1,280,1,91500
7,6,1977,1977,3,140.0,1,690,1,4,698,1426,1,6,0,1977.0,2,440,2,159500
5,7,2006,2006,1,0.0,2,1240,1,4,1240,1240,2,5,0,2006.0,3,826,2,194000
6,7,1940,1984,1,0.0,1,800,1,4,960,1740,1,6,2,1940.0,1,240,2,219500
17,5,1936,1989,1,0.0,1,796,1,4,1096,1466,2,7,1,1950.0,2,566,2,170000
12,5,1969,1969,1,0.0,1,1096,1,4,1096,1096,1,6,0,1969.0,1,299,2,138800
5,6,2004,2004,1,169.0,2,848,1,4,848,848,1,3,1,2004.0,2,420,2,155900
5,5,1994,1994,1,0.0,2,990,1,4,990,990,1,5,0,1996.0,1,299,2,126000
14,6,1971,2004,1,144.0,1,1258,1,4,1258,1258,2,5,0,1971.0,2,528,2,145000
19,5,1963,1963,1,0.0,1,1040,1,4,1040,1040,1,5,0,1963.0,1,308,2,133000
5,7,2002,2002,1,100.0,2,1459,1,4,1459,1459,2,6,1,2002.0,2,527,2,192000
12,6,1964,1964,3,425.0,1,1251,1,4,1251,1251,1,6,2,1964.0,1,461,2,160000
8,6,1995,1996,1,0.0,2,691,1,4,691,1498,2,6,1,1995.0,2,409,2,187500
20,6,1992,1992,1,0.0,2,936,1,4,996,996,1,5,0,1992.0,2,564,2,147000
10,4,1973,1973,1,0.0,1,546,1,4,546,1092,1,6,0,1973.0,1,286,2,83500
21,8,2005,2006,1,0.0,2,1082,1,4,1082,1953,2,9,1,2005.0,3,1043,2,252000
7,7,2004,2004,1,50.0,2,970,1,4,970,1709,2,7,0,2004.0,2,380,2,137500
21,8,2005,2005,1,0.0,2,1247,1,4,1247,1247,1,4,1,2005.0,2,550,2,197000
12,3,1950,1950,1,0.0,3,0,0,0,1040,1040,2,6,0,1987.0,2,400,2,92900
21,7,1999,2000,1,212.0,2,600,1,4,624,1252,2,4,0,1999.0,2,462,2,160000
18,6,1925,1950,1,0.0,2,1181,1,4,1390,1694,2,7,1,1925.0,2,576,2,136500
12,5,1965,1998,3,166.0,1,864,1,4,1200,1200,1,6,0,1977.0,2,884,2,146000
12,5,1956,2000,1,0.0,1,936,1,4,936,936,1,4,0,1956.0,1,308,2,129000
5,6,2006,2006,1,0.0,2,1314,1,4,1314,1314,2,6,1,2006.0,2,440,2,176432
9,6,1914,2006,1,0.0,2,684,1,4,773,1355,1,7,0,0.0,0,0,2,127000
22,8,1986,1986,1,0.0,1,1074,1,4,1088,1088,1,5,0,1987.0,2,461,2,170000
3,4,1936,1950,1,0.0,0,672,1,4,757,1324,1,6,0,1936.0,1,240,2,128000
14,7,1978,1978,1,206.0,1,1271,1,4,1601,1601,2,7,1,1978.0,2,478,2,157000
18,2,1920,1950,1,0.0,1,290,0,1,438,438,1,3,0,1930.0,1,246,0,60000
12,5,1971,1971,1,0.0,1,950,1,4,950,950,1,5,0,1981.0,1,280,2,119500
12,5,1960,2002,1,45.0,1,1010,1,4,1134,1134,1,6,0,1960.0,1,254,2,135000
12,6,1959,1959,3,0.0,1,655,1,4,1194,1194,1,6,1,1954.0,2,539,2,159500
2,5,1970,1970,1,304.0,1,630,1,4,630,1302,2,6,0,1970.0,2,440,2,106000
15,8,1994,1995,1,362.0,2,1463,1,4,1500,2622,2,9,2,1994.0,2,712,2,325000
20,7,1990,1991,3,0.0,2,910,1,4,1442,1442,2,6,1,1990.0,2,719,2,179900
8,7,2006,2006,1,0.0,2,868,1,4,887,2021,2,9,1,2006.0,2,422,2,274725
8,6,2000,2000,1,0.0,2,924,1,4,948,1690,2,7,1,2000.0,2,463,2,181000
16,8,2004,2005,1,42.0,2,1836,1,4,1836,1836,2,7,1,2004.0,3,862,2,280000
8,6,1995,1996,1,0.0,2,773,1,4,773,1658,2,8,1,1995.0,2,431,2,188000
